A,B,weight
ENSG00000097021,ENSG00000087008,77.4
ENSG00000097021,ENSG00000073756,63.4
ENSG00000097021,ENSG00000019186,74.0
ENSG00000097021,ENSG00000117054,203.0
ENSG00000097021,ENSG00000104325,147.8
ENSG00000097021,ENSG00000113161,82.8
ENSG00000097021,ENSG00000055609,40.7
ENSG00000097021,ENSG00000077463,75.2
ENSG00000097021,ENSG00000105679,60.8
ENSG00000097021,ENSG00000096006,30.4
ENSG00000097021,ENSG00000160882,60.8
ENSG00000097021,ENSG00000108839,60.8
ENSG00000097021,ENSG00000120915,149.2
ENSG00000097021,ENSG00000008394,78.5
ENSG00000097021,ENSG00000087076,149.4
ENSG00000097021,ENSG00000143815,38.5
ENSG00000097021,ENSG00000164120,77.8
ENSG00000097021,ENSG00000138061,75.6
ENSG00000097021,ENSG00000117448,220.0
ENSG00000097021,ENSG00000166741,31.8
ENSG00000097021,ENSG00000115361,95.4
ENSG00000097021,ENSG00000072210,165.8
ENSG00000097021,ENSG00000119723,102.4
ENSG00000097021,ENSG00000036530,64.8
ENSG00000097021,ENSG00000008311,44.8
ENSG00000097021,ENSG00000158019,54.0
ENSG00000097021,ENSG00000116761,38.6
ENSG00000097021,ENSG00000135094,30.6
ENSG00000097021,ENSG00000171097,38.5
ENSG00000097021,ENSG00000132437,98.5
ENSG00000097021,ENSG00000012660,87.8
ENSG00000097021,ENSG00000104808,96.8
ENSG00000097021,ENSG00000001630,92.6
ENSG00000097021,ENSG00000052802,91.6
ENSG00000097021,ENSG00000171759,95.5
ENSG00000097021,ENSG00000003137,69.2
ENSG00000097021,ENSG00000106397,80.6
ENSG00000097021,ENSG00000136371,54.1
ENSG00000097021,ENSG00000177000,40.2
ENSG00000097021,ENSG00000120437,66.8
ENSG00000097021,ENSG00000131069,83.2
ENSG00000097021,ENSG00000084453,31.5
ENSG00000097021,ENSG00000023041,128.6
ENSG00000097021,ENSG00000111058,109.6
ENSG00000097021,ENSG00000198805,160.2
ENSG00000097021,ENSG00000100354,38.9
ENSG00000097021,ENSG00000093217,41.7
ENSG00000097021,ENSG00000154027,64.8
ENSG00000097021,ENSG00000143774,61.5
ENSG00000097021,ENSG00000103222,32.3
ENSG00000097021,ENSG00000168393,37.9
ENSG00000097021,ENSG00000165996,33.0
ENSG00000097021,ENSG00000004468,30.8
ENSG00000097021,ENSG00000103064,34.4
ENSG00000097021,ENSG00000003989,33.1
ENSG00000097021,ENSG00000198610,60.8
ENSG00000097021,ENSG00000007171,61.8
ENSG00000097021,ENSG00000079215,33.5
ENSG00000097021,ENSG00000157064,63.8
ENSG00000097021,ENSG00000186104,67.8
ENSG00000097021,ENSG00000143753,86.4
ENSG00000097021,ENSG00000172817,80.8
ENSG00000097021,ENSG00000013392,37.9
ENSG00000097021,ENSG00000083444,103.4
ENSG00000097021,ENSG00000103485,70.5
ENSG00000097021,ENSG00000082212,40.9
ENSG00000097021,ENSG00000165102,92.0
ENSG00000097021,ENSG00000011198,39.8
ENSG00000097021,ENSG00000062282,31.4
ENSG00000097021,ENSG00000112972,81.2
ENSG00000097021,ENSG00000149124,121.6
ENSG00000097021,ENSG00000122912,84.8
ENSG00000097021,ENSG00000185818,77.2
ENSG00000097021,ENSG00000005469,82.2
ENSG00000097021,ENSG00000088386,31.0
ENSG00000097021,ENSG00000112299,36.5
ENSG00000097021,ENSG00000078124,79.0
ENSG00000097021,ENSG00000152904,56.8
ENSG00000097021,ENSG00000090013,43.4
ENSG00000097021,ENSG00000132837,80.6
ENSG00000097021,ENSG00000138449,39.5
ENSG00000097021,ENSG00000100577,37.2
ENSG00000097021,ENSG00000100170,31.4
ENSG00000097021,ENSG00000108602,60.8
ENSG00000097021,ENSG00000112699,36.2
ENSG00000097021,ENSG00000100253,167.1
ENSG00000097021,ENSG00000119899,84.6
ENSG00000097021,ENSG00000072042,135.0
ENSG00000097021,ENSG00000180011,48.4
ENSG00000097021,ENSG00000145217,38.4
ENSG00000097021,ENSG00000165475,134.4
ENSG00000097021,ENSG00000060762,173.0
ENSG00000097021,ENSG00000111275,178.8
ENSG00000097021,ENSG00000112294,48.8
ENSG00000097021,ENSG00000138109,60.8
ENSG00000097021,ENSG00000100197,60.8
ENSG00000097021,ENSG00000077498,30.4
ENSG00000097021,ENSG00000138356,48.2
ENSG00000097021,ENSG00000109610,102.0
ENSG00000097021,ENSG00000203797,42.7
ENSG00000097021,ENSG00000100938,69.5
ENSG00000097021,ENSG00000116337,36.6
ENSG00000097021,ENSG00000152642,89.2
ENSG00000097021,ENSG00000151552,66.5
ENSG00000097021,ENSG00000142168,228.8
ENSG00000097021,ENSG00000107902,49.0
ENSG00000097021,ENSG00000125779,49.2
ENSG00000097021,ENSG00000172955,78.8
ENSG00000097021,ENSG00000111640,183.0
ENSG00000097021,ENSG00000159228,131.2
ENSG00000097021,ENSG00000179142,60.8
ENSG00000097021,ENSG00000065621,41.0
ENSG00000097021,ENSG00000179593,30.7
ENSG00000097021,ENSG00000165092,78.4
ENSG00000097021,ENSG00000115705,60.8
ENSG00000097021,ENSG00000138678,74.1
ENSG00000097021,ENSG00000153395,70.6
ENSG00000097021,ENSG00000143653,53.4
ENSG00000097021,ENSG00000106049,76.2
ENSG00000097021,ENSG00000139410,42.5
ENSG00000097021,ENSG00000137944,57.7
ENSG00000097021,ENSG00000134882,86.2
ENSG00000097021,ENSG00000115840,82.2
ENSG00000097021,ENSG00000145545,36.8
ENSG00000097021,ENSG00000140465,61.6
ENSG00000097021,ENSG00000054392,73.4
ENSG00000097021,ENSG00000154930,99.8
ENSG00000097021,ENSG00000139624,92.8
ENSG00000097021,ENSG00000116981,31.2
ENSG00000097021,ENSG00000131730,64.8
ENSG00000097021,ENSG00000047249,67.0
ENSG00000097021,ENSG00000151729,36.9
ENSG00000097021,ENSG00000085231,121.2
ENSG00000097021,ENSG00000182054,110.8
ENSG00000097021,ENSG00000101365,60.1
ENSG00000097021,ENSG00000180773,44.1
ENSG00000097021,ENSG00000139209,31.2
ENSG00000097021,ENSG00000105143,30.8
ENSG00000097021,ENSG00000168350,69.0
ENSG00000097021,ENSG00000111700,30.4
ENSG00000097021,ENSG00000163114,60.8
ENSG00000097021,ENSG00000180638,68.4
ENSG00000097021,ENSG00000163406,37.8
ENSG00000097021,ENSG00000205309,33.7
ENSG00000097021,ENSG00000104763,75.4
ENSG00000097021,ENSG00000086696,30.9
ENSG00000097021,ENSG00000182224,49.6
ENSG00000097021,ENSG00000254685,46.3
ENSG00000097021,ENSG00000073737,60.8
ENSG00000097021,ENSG00000155850,32.4
ENSG00000097021,ENSG00000109424,60.8
ENSG00000097021,ENSG00000137261,31.3
ENSG00000097021,ENSG00000165841,60.8
ENSG00000097021,ENSG00000244486,32.7
ENSG00000097021,ENSG00000137198,38.0
ENSG00000097021,ENSG00000136881,60.8
ENSG00000097021,ENSG00000100121,31.4
ENSG00000097021,ENSG00000100344,70.0
ENSG00000097021,ENSG00000100867,61.2
ENSG00000097021,ENSG00000145476,104.0
ENSG00000097021,ENSG00000166796,61.0
ENSG00000097021,ENSG00000130508,65.0
ENSG00000097021,ENSG00000167306,76.0
ENSG00000097021,ENSG00000103202,40.8
ENSG00000097021,ENSG00000186334,30.4
ENSG00000097021,ENSG00000106688,61.6
ENSG00000097021,ENSG00000168906,160.2
ENSG00000097021,ENSG00000152952,89.4
ENSG00000097021,ENSG00000143797,76.8
ENSG00000097021,ENSG00000124003,31.5
ENSG00000097021,ENSG00000184254,67.4
ENSG00000097021,ENSG00000076258,128.4
ENSG00000097021,ENSG00000103375,30.4
ENSG00000097021,ENSG00000133805,34.1
ENSG00000097021,ENSG00000142513,30.4
ENSG00000097021,ENSG00000204228,81.2
ENSG00000097021,ENSG00000177465,86.8
ENSG00000097021,ENSG00000130377,60.8
ENSG00000097021,ENSG00000188921,33.7
ENSG00000097021,ENSG00000131067,38.2
ENSG00000097021,ENSG00000196344,60.8
ENSG00000097021,ENSG00000170950,30.4
ENSG00000097021,ENSG00000167468,211.4
ENSG00000097021,ENSG00000166800,61.0
ENSG00000097021,ENSG00000090971,79.2
ENSG00000097021,ENSG00000167114,79.6
ENSG00000097021,ENSG00000155189,44.6
ENSG00000097021,ENSG00000140522,30.6
ENSG00000097021,ENSG00000170786,60.8
ENSG00000097021,ENSG00000094963,70.8
ENSG00000097021,ENSG00000198077,60.8
ENSG00000097021,ENSG00000143727,69.3
ENSG00000097021,ENSG00000184227,93.6
ENSG00000097021,ENSG00000167311,30.8
ENSG00000097021,ENSG00000186529,80.0
ENSG00000097021,ENSG00000171989,60.8
ENSG00000097021,ENSG00000164181,90.8
ENSG00000097021,ENSG00000097033,95.4
ENSG00000097021,ENSG00000110719,32.5
ENSG00000097021,ENSG00000143156,44.3
ENSG00000097021,ENSG00000183747,187.8
ENSG00000097021,ENSG00000188611,30.8
ENSG00000097021,ENSG00000139988,76.2
ENSG00000097021,ENSG00000131781,78.8
ENSG00000097021,ENSG00000255974,60.8
ENSG00000097021,ENSG00000198704,60.8
ENSG00000097021,ENSG00000170522,70.2
ENSG00000097021,ENSG00000117410,71.2
ENSG00000097021,ENSG00000155085,76.0
ENSG00000097021,ENSG00000215009,60.8
ENSG00000097021,ENSG00000141424,42.7
ENSG00000097021,ENSG00000181804,34.1
ENSG00000097021,ENSG00000198099,60.8
ENSG00000097021,ENSG00000137869,60.8
ENSG00000097021,ENSG00000211445,1749.2
ENSG00000097021,ENSG00000240303,130.8
ENSG00000097021,ENSG00000185013,30.5
ENSG00000097021,ENSG00000141873,37.9
ENSG00000097021,ENSG00000224586,60.8
ENSG00000097021,ENSG00000145439,116.0
ENSG00000097021,ENSG00000146587,38.7
ENSG00000097021,ENSG00000159720,64.1
ENSG00000097021,ENSG00000141446,77.6
ENSG00000097021,ENSG00000172954,86.4
ENSG00000097021,ENSG00000143570,52.6
ENSG00000097021,ENSG00000233276,2.0
ENSG00000097021,ENSG00000171885,33.1
ENSG00000097021,ENSG00000143198,75.6
ENSG00000097021,ENSG00000185883,108.4
ENSG00000097021,ENSG00000273841,74.6
ENSG00000097021,ENSG00000165794,30.4
ENSG00000097021,ENSG00000240583,186.9
ENSG00000097021,ENSG00000156795,44.0
ENSG00000097021,ENSG00000104219,109.2
ENSG00000097021,ENSG00000172264,36.0
ENSG00000097021,ENSG00000106636,106.8
ENSG00000097021,ENSG00000185015,67.8
ENSG00000097021,ENSG00000197448,72.6
ENSG00000097021,ENSG00000147548,44.6
ENSG00000097021,ENSG00000184860,66.0
ENSG00000097021,ENSG00000121579,96.0
ENSG00000097021,ENSG00000186153,99.2
ENSG00000097021,ENSG00000170364,40.5
ENSG00000097021,ENSG00000176715,81.6
ENSG00000097021,ENSG00000135372,88.4
ENSG00000097021,ENSG00000185420,39.3
ENSG00000097021,ENSG00000240857,92.4
ENSG00000097021,ENSG00000160446,70.2
ENSG00000097021,ENSG00000163812,93.4
ENSG00000097021,ENSG00000175048,74.6
ENSG00000097021,ENSG00000175893,79.6
ENSG00000097021,ENSG00000177054,75.8
ENSG00000097021,ENSG00000177669,60.8
ENSG00000097021,ENSG00000184307,70.0
ENSG00000097021,ENSG00000186908,72.6
ENSG00000097021,ENSG00000131791,36.6
ENSG00000097021,ENSG00000172340,129.4
ENSG00000097021,ENSG00000175198,81.7
ENSG00000097021,ENSG00000118363,58.4
ENSG00000097021,ENSG00000248098,107.6
ENSG00000097021,ENSG00000172296,40.5
ENSG00000097021,ENSG00000167325,39.0
ENSG00000097021,ENSG00000145321,64.8
ENSG00000097021,ENSG00000171848,30.4
ENSG00000097021,ENSG00000166562,45.1
ENSG00000097021,ENSG00000154518,188.6
ENSG00000097021,ENSG00000156411,146.8
ENSG00000097021,ENSG00000160471,30.4
ENSG00000097021,ENSG00000161281,35.4
ENSG00000097021,ENSG00000170516,30.4
ENSG00000097021,ENSG00000187581,30.4
ENSG00000097021,ENSG00000241468,176.0
ENSG00000097021,ENSG00000145494,106.2
ENSG00000097021,ENSG00000160194,90.0
ENSG00000097021,ENSG00000169564,72.0
ENSG00000097021,ENSG00000147601,55.2
ENSG00000097021,ENSG00000092330,41.1
ENSG00000097021,ENSG00000164741,39.6
ENSG00000097021,ENSG00000145779,33.8
ENSG00000097021,ENSG00000102547,43.2
ENSG00000097021,ENSG00000104419,93.0
ENSG00000113396,ENSG00000073756,2.5
ENSG00000113396,ENSG00000108839,1.2
ENSG00000113396,ENSG00000138061,8.6
ENSG00000113396,ENSG00000138109,1.2
ENSG00000113396,ENSG00000100197,1.2
ENSG00000113396,ENSG00000121769,45.0
ENSG00000113396,ENSG00000179593,1.5
ENSG00000113396,ENSG00000140465,1.6
ENSG00000113396,ENSG00000165841,1.2
ENSG00000113396,ENSG00000113073,37.2
ENSG00000113396,ENSG00000177465,14.2
ENSG00000113396,ENSG00000130377,1.2
ENSG00000113396,ENSG00000167114,21.2
ENSG00000113396,ENSG00000198077,1.2
ENSG00000113396,ENSG00000183747,129.4
ENSG00000113396,ENSG00000255974,1.2
ENSG00000113396,ENSG00000215009,2.4
ENSG00000113396,ENSG00000137869,1.2
ENSG00000113396,ENSG00000132681,2.4
ENSG00000113396,ENSG00000170231,2.4
ENSG00000113396,ENSG00000137731,302.2
ENSG00000113396,ENSG00000185015,9.4
ENSG00000113396,ENSG00000163399,284.4
ENSG00000087008,ENSG00000073756,21.2
ENSG00000087008,ENSG00000019186,31.8
ENSG00000087008,ENSG00000117054,160.8
ENSG00000087008,ENSG00000104325,105.6
ENSG00000087008,ENSG00000110921,43.0
ENSG00000087008,ENSG00000113161,40.6
ENSG00000087008,ENSG00000055609,19.6
ENSG00000087008,ENSG00000077463,33.0
ENSG00000087008,ENSG00000105679,18.6
ENSG00000087008,ENSG00000096006,18.6
ENSG00000087008,ENSG00000160882,18.6
ENSG00000087008,ENSG00000108839,18.6
ENSG00000087008,ENSG00000120915,107.0
ENSG00000087008,ENSG00000008394,57.4
ENSG00000087008,ENSG00000087076,107.2
ENSG00000087008,ENSG00000143815,17.4
ENSG00000087008,ENSG00000164120,35.6
ENSG00000087008,ENSG00000138061,33.4
ENSG00000087008,ENSG00000117448,177.8
ENSG00000087008,ENSG00000151151,29.2
ENSG00000087008,ENSG00000166741,10.7
ENSG00000087008,ENSG00000107242,30.8
ENSG00000087008,ENSG00000038210,31.0
ENSG00000087008,ENSG00000115361,26.6
ENSG00000087008,ENSG00000072210,123.6
ENSG00000087008,ENSG00000119723,60.2
ENSG00000087008,ENSG00000036530,22.6
ENSG00000087008,ENSG00000008311,23.7
ENSG00000087008,ENSG00000158019,65.8
ENSG00000087008,ENSG00000116761,17.5
ENSG00000087008,ENSG00000135094,9.5
ENSG00000087008,ENSG00000171097,17.4
ENSG00000087008,ENSG00000132437,77.4
ENSG00000087008,ENSG00000012660,45.6
ENSG00000087008,ENSG00000104808,54.6
ENSG00000087008,ENSG00000001630,50.4
ENSG00000087008,ENSG00000052802,49.4
ENSG00000087008,ENSG00000171759,74.4
ENSG00000087008,ENSG00000003137,27.0
ENSG00000087008,ENSG00000106397,38.4
ENSG00000087008,ENSG00000136371,66.0
ENSG00000087008,ENSG00000177000,19.1
ENSG00000087008,ENSG00000120437,24.6
ENSG00000087008,ENSG00000131069,41.0
ENSG00000087008,ENSG00000023041,86.4
ENSG00000087008,ENSG00000111058,67.4
ENSG00000087008,ENSG00000198805,118.0
ENSG00000087008,ENSG00000100354,17.8
ENSG00000087008,ENSG00000125257,49.6
ENSG00000087008,ENSG00000124357,44.6
ENSG00000087008,ENSG00000093217,41.2
ENSG00000087008,ENSG00000154027,22.6
ENSG00000087008,ENSG00000143774,80.8
ENSG00000087008,ENSG00000036565,18.6
ENSG00000087008,ENSG00000100288,47.2
ENSG00000087008,ENSG00000196511,29.8
ENSG00000087008,ENSG00000175066,28.2
ENSG00000087008,ENSG00000168487,22.2
ENSG00000087008,ENSG00000103222,22.4
ENSG00000087008,ENSG00000168393,33.6
ENSG00000087008,ENSG00000065534,29.2
ENSG00000087008,ENSG00000165996,23.8
ENSG00000087008,ENSG00000106633,19.0
ENSG00000087008,ENSG00000100422,38.6
ENSG00000087008,ENSG00000163631,28.4
ENSG00000087008,ENSG00000100983,74.4
ENSG00000087008,ENSG00000004468,9.7
ENSG00000087008,ENSG00000103064,13.3
ENSG00000087008,ENSG00000003989,12.0
ENSG00000087008,ENSG00000198610,18.6
ENSG00000087008,ENSG00000115866,43.9
ENSG00000087008,ENSG00000031698,46.9
ENSG00000087008,ENSG00000196305,33.8
ENSG00000087008,ENSG00000110619,18.5
ENSG00000087008,ENSG00000134440,73.2
ENSG00000087008,ENSG00000100372,24.9
ENSG00000087008,ENSG00000134684,23.4
ENSG00000087008,ENSG00000090861,34.8
ENSG00000087008,ENSG00000170445,29.9
ENSG00000087008,ENSG00000113407,24.6
ENSG00000087008,ENSG00000136628,28.2
ENSG00000087008,ENSG00000133706,35.8
ENSG00000087008,ENSG00000065427,33.7
ENSG00000087008,ENSG00000116120,20.2
ENSG00000087008,ENSG00000106105,35.9
ENSG00000087008,ENSG00000166986,27.7
ENSG00000087008,ENSG00000172053,22.2
ENSG00000087008,ENSG00000140105,25.1
ENSG00000087008,ENSG00000204394,17.0
ENSG00000087008,ENSG00000007171,19.6
ENSG00000087008,ENSG00000079215,12.4
ENSG00000087008,ENSG00000157064,21.6
ENSG00000087008,ENSG00000186104,25.6
ENSG00000087008,ENSG00000061918,18.5
ENSG00000087008,ENSG00000143753,44.2
ENSG00000087008,ENSG00000172817,38.6
ENSG00000087008,ENSG00000013392,16.8
ENSG00000087008,ENSG00000083444,61.2
ENSG00000087008,ENSG00000103485,49.4
ENSG00000087008,ENSG00000082212,19.8
ENSG00000087008,ENSG00000165102,49.8
ENSG00000087008,ENSG00000011198,18.7
ENSG00000087008,ENSG00000062282,10.3
ENSG00000087008,ENSG00000112972,39.0
ENSG00000087008,ENSG00000149124,100.5
ENSG00000087008,ENSG00000122912,21.3
ENSG00000087008,ENSG00000185818,35.0
ENSG00000087008,ENSG00000005469,20.0
ENSG00000087008,ENSG00000088386,9.9
ENSG00000087008,ENSG00000112299,15.4
ENSG00000087008,ENSG00000121270,18.6
ENSG00000087008,ENSG00000078124,36.8
ENSG00000087008,ENSG00000152904,35.7
ENSG00000087008,ENSG00000090013,22.3
ENSG00000087008,ENSG00000132837,59.5
ENSG00000087008,ENSG00000138449,18.4
ENSG00000087008,ENSG00000100577,16.1
ENSG00000087008,ENSG00000100170,10.3
ENSG00000087008,ENSG00000108602,18.6
ENSG00000087008,ENSG00000112699,15.1
ENSG00000087008,ENSG00000100253,146.0
ENSG00000087008,ENSG00000119899,42.4
ENSG00000087008,ENSG00000072042,92.8
ENSG00000087008,ENSG00000180011,27.3
ENSG00000087008,ENSG00000145217,17.3
ENSG00000087008,ENSG00000165475,113.3
ENSG00000087008,ENSG00000060762,130.8
ENSG00000087008,ENSG00000111275,136.6
ENSG00000087008,ENSG00000112294,27.7
ENSG00000087008,ENSG00000138109,18.6
ENSG00000087008,ENSG00000100197,18.6
ENSG00000087008,ENSG00000077498,9.3
ENSG00000087008,ENSG00000138356,27.1
ENSG00000087008,ENSG00000109610,59.8
ENSG00000087008,ENSG00000203797,21.6
ENSG00000087008,ENSG00000100938,48.4
ENSG00000087008,ENSG00000116337,15.5
ENSG00000087008,ENSG00000100413,19.3
ENSG00000087008,ENSG00000152642,47.0
ENSG00000087008,ENSG00000151552,45.4
ENSG00000087008,ENSG00000142168,186.6
ENSG00000087008,ENSG00000107902,27.9
ENSG00000087008,ENSG00000125779,56.2
ENSG00000087008,ENSG00000172955,36.6
ENSG00000087008,ENSG00000111640,140.8
ENSG00000087008,ENSG00000159228,89.0
ENSG00000087008,ENSG00000179142,18.6
ENSG00000087008,ENSG00000065621,19.9
ENSG00000087008,ENSG00000165092,57.3
ENSG00000087008,ENSG00000115705,18.6
ENSG00000087008,ENSG00000138678,53.0
ENSG00000087008,ENSG00000153395,28.4
ENSG00000087008,ENSG00000143653,32.3
ENSG00000087008,ENSG00000106049,55.1
ENSG00000087008,ENSG00000139410,21.4
ENSG00000087008,ENSG00000137944,36.6
ENSG00000087008,ENSG00000134882,44.0
ENSG00000087008,ENSG00000115840,40.0
ENSG00000087008,ENSG00000145545,15.7
ENSG00000087008,ENSG00000140465,19.4
ENSG00000087008,ENSG00000054392,31.2
ENSG00000087008,ENSG00000154930,57.6
ENSG00000087008,ENSG00000139624,25.3
ENSG00000087008,ENSG00000116981,10.1
ENSG00000087008,ENSG00000131730,22.6
ENSG00000087008,ENSG00000047249,91.8
ENSG00000087008,ENSG00000151729,31.6
ENSG00000087008,ENSG00000108846,21.8
ENSG00000087008,ENSG00000165646,19.6
ENSG00000087008,ENSG00000152620,38.6
ENSG00000087008,ENSG00000085231,79.0
ENSG00000087008,ENSG00000182054,68.6
ENSG00000087008,ENSG00000101365,39.0
ENSG00000087008,ENSG00000180773,23.0
ENSG00000087008,ENSG00000139209,10.1
ENSG00000087008,ENSG00000105143,9.7
ENSG00000087008,ENSG00000168350,26.8
ENSG00000087008,ENSG00000163114,9.3
ENSG00000087008,ENSG00000180638,47.3
ENSG00000087008,ENSG00000163406,16.7
ENSG00000087008,ENSG00000205309,12.6
ENSG00000087008,ENSG00000104763,54.3
ENSG00000087008,ENSG00000086696,9.8
ENSG00000087008,ENSG00000182224,28.5
ENSG00000087008,ENSG00000254685,25.2
ENSG00000087008,ENSG00000073737,18.6
ENSG00000087008,ENSG00000155850,11.3
ENSG00000087008,ENSG00000109424,18.6
ENSG00000087008,ENSG00000137261,10.2
ENSG00000087008,ENSG00000165841,18.6
ENSG00000087008,ENSG00000244486,11.6
ENSG00000087008,ENSG00000137198,16.9
ENSG00000087008,ENSG00000197217,19.9
ENSG00000087008,ENSG00000136881,18.6
ENSG00000087008,ENSG00000100121,10.3
ENSG00000087008,ENSG00000120899,30.0
ENSG00000087008,ENSG00000100344,27.8
ENSG00000087008,ENSG00000100867,19.0
ENSG00000087008,ENSG00000143772,38.0
ENSG00000087008,ENSG00000141506,19.8
ENSG00000087008,ENSG00000145476,61.8
ENSG00000087008,ENSG00000166796,18.8
ENSG00000087008,ENSG00000130508,22.8
ENSG00000087008,ENSG00000167306,16.9
ENSG00000087008,ENSG00000103202,39.4
ENSG00000087008,ENSG00000276293,26.8
ENSG00000087008,ENSG00000186334,9.3
ENSG00000087008,ENSG00000106688,40.5
ENSG00000087008,ENSG00000168906,118.0
ENSG00000087008,ENSG00000078295,10.5
ENSG00000087008,ENSG00000152952,47.2
ENSG00000087008,ENSG00000143797,34.6
ENSG00000087008,ENSG00000124003,10.4
ENSG00000087008,ENSG00000184254,25.2
ENSG00000087008,ENSG00000076258,86.2
ENSG00000087008,ENSG00000103375,9.3
ENSG00000087008,ENSG00000133805,13.0
ENSG00000087008,ENSG00000142513,9.3
ENSG00000087008,ENSG00000204228,39.0
ENSG00000087008,ENSG00000115421,17.9
ENSG00000087008,ENSG00000197586,20.7
ENSG00000087008,ENSG00000177465,44.6
ENSG00000087008,ENSG00000130377,18.6
ENSG00000087008,ENSG00000188921,12.6
ENSG00000087008,ENSG00000131067,17.1
ENSG00000087008,ENSG00000196344,18.6
ENSG00000087008,ENSG00000037280,28.8
ENSG00000087008,ENSG00000170950,18.6
ENSG00000087008,ENSG00000167468,169.2
ENSG00000087008,ENSG00000166800,18.8
ENSG00000087008,ENSG00000090971,37.0
ENSG00000087008,ENSG00000140795,19.4
ENSG00000087008,ENSG00000170525,62.8
ENSG00000087008,ENSG00000167114,37.4
ENSG00000087008,ENSG00000155189,23.5
ENSG00000087008,ENSG00000140522,9.5
ENSG00000087008,ENSG00000170786,18.6
ENSG00000087008,ENSG00000094963,28.6
ENSG00000087008,ENSG00000198077,18.6
ENSG00000087008,ENSG00000143727,48.2
ENSG00000087008,ENSG00000164329,28.9
ENSG00000087008,ENSG00000184227,51.4
ENSG00000087008,ENSG00000167311,9.7
ENSG00000087008,ENSG00000186529,37.8
ENSG00000087008,ENSG00000171989,18.6
ENSG00000087008,ENSG00000164181,48.6
ENSG00000087008,ENSG00000097033,53.2
ENSG00000087008,ENSG00000110719,22.8
ENSG00000087008,ENSG00000143156,46.4
ENSG00000087008,ENSG00000136267,23.8
ENSG00000087008,ENSG00000145949,23.8
ENSG00000087008,ENSG00000160014,65.4
ENSG00000087008,ENSG00000183747,145.6
ENSG00000087008,ENSG00000121281,10.0
ENSG00000087008,ENSG00000188611,9.7
ENSG00000087008,ENSG00000139988,34.0
ENSG00000087008,ENSG00000131781,36.6
ENSG00000087008,ENSG00000255974,18.6
ENSG00000087008,ENSG00000198704,18.6
ENSG00000087008,ENSG00000170522,28.0
ENSG00000087008,ENSG00000132155,62.0
ENSG00000087008,ENSG00000117410,100.2
ENSG00000087008,ENSG00000155085,33.8
ENSG00000087008,ENSG00000145214,35.4
ENSG00000087008,ENSG00000215009,18.6
ENSG00000087008,ENSG00000184304,48.8
ENSG00000087008,ENSG00000141424,21.6
ENSG00000087008,ENSG00000181804,13.0
ENSG00000087008,ENSG00000134744,23.5
ENSG00000087008,ENSG00000198099,18.6
ENSG00000087008,ENSG00000010219,21.0
ENSG00000087008,ENSG00000137869,18.6
ENSG00000087008,ENSG00000211445,1707.0
ENSG00000087008,ENSG00000240303,44.3
ENSG00000087008,ENSG00000185013,9.4
ENSG00000087008,ENSG00000004660,21.6
ENSG00000087008,ENSG00000141873,16.8
ENSG00000087008,ENSG00000149016,20.6
ENSG00000087008,ENSG00000224586,18.6
ENSG00000087008,ENSG00000145439,73.8
ENSG00000087008,ENSG00000146587,17.6
ENSG00000087008,ENSG00000159720,86.0
ENSG00000087008,ENSG00000153933,26.8
ENSG00000087008,ENSG00000141446,35.4
ENSG00000087008,ENSG00000172954,44.2
ENSG00000087008,ENSG00000143570,31.5
ENSG00000087008,ENSG00000010810,36.2
ENSG00000087008,ENSG00000233276,2.0
ENSG00000087008,ENSG00000157680,22.0
ENSG00000087008,ENSG00000132681,18.6
ENSG00000087008,ENSG00000143199,9.6
ENSG00000087008,ENSG00000171885,12.0
ENSG00000087008,ENSG00000143198,54.5
ENSG00000087008,ENSG00000013441,60.2
ENSG00000087008,ENSG00000006432,24.8
ENSG00000087008,ENSG00000185883,174.6
ENSG00000087008,ENSG00000273841,32.4
ENSG00000087008,ENSG00000152402,12.5
ENSG00000087008,ENSG00000165794,9.3
ENSG00000087008,ENSG00000240583,165.8
ENSG00000087008,ENSG00000156795,22.9
ENSG00000087008,ENSG00000030304,18.6
ENSG00000087008,ENSG00000104219,67.0
ENSG00000087008,ENSG00000137731,318.4
ENSG00000087008,ENSG00000172264,14.9
ENSG00000087008,ENSG00000106636,64.6
ENSG00000087008,ENSG00000008118,32.4
ENSG00000087008,ENSG00000164742,11.1
ENSG00000087008,ENSG00000185015,25.6
ENSG00000087008,ENSG00000047936,19.0
ENSG00000087008,ENSG00000169418,17.2
ENSG00000087008,ENSG00000197448,51.5
ENSG00000087008,ENSG00000147548,23.5
ENSG00000087008,ENSG00000060140,19.4
ENSG00000087008,ENSG00000061938,24.4
ENSG00000087008,ENSG00000184860,23.8
ENSG00000087008,ENSG00000121579,53.8
ENSG00000087008,ENSG00000011566,71.0
ENSG00000087008,ENSG00000186153,57.0
ENSG00000087008,ENSG00000170364,19.4
ENSG00000087008,ENSG00000065559,50.2
ENSG00000087008,ENSG00000176715,39.4
ENSG00000087008,ENSG00000028116,39.0
ENSG00000087008,ENSG00000135372,46.2
ENSG00000087008,ENSG00000185420,18.2
ENSG00000087008,ENSG00000068078,37.8
ENSG00000087008,ENSG00000070886,18.8
ENSG00000087008,ENSG00000050748,43.0
ENSG00000087008,ENSG00000240857,50.2
ENSG00000087008,ENSG00000058091,58.2
ENSG00000087008,ENSG00000080224,21.2
