A,B,weight
ENSG00000186334,ENSG00000186529,10.6
ENSG00000186334,ENSG00000171989,1.0
ENSG00000186334,ENSG00000110719,3.1
ENSG00000186334,ENSG00000139988,8.7
ENSG00000186334,ENSG00000131781,10.0
ENSG00000186334,ENSG00000255974,1.0
ENSG00000186334,ENSG00000198704,1.0
ENSG00000186334,ENSG00000117410,41.8
ENSG00000186334,ENSG00000181804,9.4
ENSG00000186334,ENSG00000198099,1.0
ENSG00000186334,ENSG00000137869,1.0
ENSG00000186334,ENSG00000211445,845.2
ENSG00000186334,ENSG00000185013,1.1
ENSG00000186334,ENSG00000224586,1.0
ENSG00000186334,ENSG00000145439,28.6
ENSG00000186334,ENSG00000159720,34.7
ENSG00000186334,ENSG00000233276,1.0
ENSG00000186334,ENSG00000185883,79.0
ENSG00000186334,ENSG00000156795,14.6
ENSG00000186334,ENSG00000172264,6.6
ENSG00000186334,ENSG00000147548,15.2
ENSG00000186334,ENSG00000184860,3.6
ENSG00000186334,ENSG00000186153,20.2
ENSG00000186334,ENSG00000170364,11.1
ENSG00000186334,ENSG00000176715,11.4
ENSG00000186334,ENSG00000185420,9.9
ENSG00000186334,ENSG00000240857,16.8
ENSG00000186334,ENSG00000172296,11.1
ENSG00000186334,ENSG00000145321,3.0
ENSG00000186334,ENSG00000154518,64.9
ENSG00000186334,ENSG00000156411,44.0
ENSG00000186334,ENSG00000241468,58.6
ENSG00000170502,ENSG00000168906,78.8
ENSG00000170502,ENSG00000152952,43.4
ENSG00000170502,ENSG00000184254,32.4
ENSG00000170502,ENSG00000176020,30.1
ENSG00000170502,ENSG00000076258,62.9
ENSG00000170502,ENSG00000103375,29.1
ENSG00000170502,ENSG00000133805,32.8
ENSG00000170502,ENSG00000141401,59.8
ENSG00000170502,ENSG00000177465,42.1
ENSG00000170502,ENSG00000130377,29.1
ENSG00000170502,ENSG00000188921,32.4
ENSG00000170502,ENSG00000131067,36.9
ENSG00000170502,ENSG00000196344,29.1
ENSG00000170502,ENSG00000167468,104.4
ENSG00000170502,ENSG00000094963,34.1
ENSG00000170502,ENSG00000198077,29.1
ENSG00000170502,ENSG00000186529,38.7
ENSG00000170502,ENSG00000183747,92.6
ENSG00000170502,ENSG00000188611,29.5
ENSG00000170502,ENSG00000131781,38.1
ENSG00000170502,ENSG00000255974,29.1
ENSG00000170502,ENSG00000198704,29.1
ENSG00000170502,ENSG00000155085,36.7
ENSG00000170502,ENSG00000215009,29.1
ENSG00000170502,ENSG00000198099,29.1
ENSG00000170502,ENSG00000137869,29.1
ENSG00000170502,ENSG00000211445,873.3
ENSG00000170502,ENSG00000185013,29.2
ENSG00000170502,ENSG00000224586,29.1
ENSG00000170502,ENSG00000146587,37.4
ENSG00000170502,ENSG00000233276,1.0
ENSG00000170502,ENSG00000171885,31.8
ENSG00000170502,ENSG00000143198,74.3
ENSG00000170502,ENSG00000273841,36.0
ENSG00000170502,ENSG00000240583,185.6
ENSG00000170502,ENSG00000185015,32.6
ENSG00000170502,ENSG00000197448,71.3
ENSG00000170502,ENSG00000142627,31.6
ENSG00000170502,ENSG00000167325,37.7
ENSG00000170502,ENSG00000145321,31.1
ENSG00000170502,ENSG00000171848,29.1
ENSG00000170502,ENSG00000142192,131.3
ENSG00000170502,ENSG00000135679,37.8
ENSG00000170502,ENSG00000116663,35.3
ENSG00000170502,ENSG00000131966,47.0
ENSG00000095464,ENSG00000168906,50.9
ENSG00000095464,ENSG00000078295,2.4
ENSG00000095464,ENSG00000152952,15.5
ENSG00000095464,ENSG00000184254,4.5
ENSG00000095464,ENSG00000076258,35.0
ENSG00000095464,ENSG00000103375,1.2
ENSG00000095464,ENSG00000133805,4.9
ENSG00000095464,ENSG00000177465,14.2
ENSG00000095464,ENSG00000130377,1.2
ENSG00000095464,ENSG00000188921,4.5
ENSG00000095464,ENSG00000131067,9.0
ENSG00000095464,ENSG00000196344,1.2
ENSG00000095464,ENSG00000167468,76.5
ENSG00000095464,ENSG00000094963,6.2
ENSG00000095464,ENSG00000198077,1.2
ENSG00000095464,ENSG00000186529,10.8
ENSG00000095464,ENSG00000183747,64.7
ENSG00000095464,ENSG00000121281,1.9
ENSG00000095464,ENSG00000188611,1.6
ENSG00000095464,ENSG00000131781,10.2
ENSG00000095464,ENSG00000255974,1.2
ENSG00000095464,ENSG00000198704,1.2
ENSG00000095464,ENSG00000155085,8.8
ENSG00000095464,ENSG00000215009,1.2
ENSG00000095464,ENSG00000198099,1.2
ENSG00000095464,ENSG00000137869,1.2
ENSG00000095464,ENSG00000211445,845.4
ENSG00000095464,ENSG00000185013,1.3
ENSG00000095464,ENSG00000224586,1.2
ENSG00000095464,ENSG00000146587,9.5
ENSG00000095464,ENSG00000233276,1.0
ENSG00000095464,ENSG00000143199,1.5
ENSG00000095464,ENSG00000171885,3.9
ENSG00000095464,ENSG00000143198,46.4
ENSG00000095464,ENSG00000273841,8.1
ENSG00000095464,ENSG00000152402,4.4
ENSG00000095464,ENSG00000240583,157.7
ENSG00000095464,ENSG00000164742,3.0
ENSG00000095464,ENSG00000185015,4.7
ENSG00000095464,ENSG00000169418,9.1
ENSG00000095464,ENSG00000197448,43.4
ENSG00000095464,ENSG00000164116,11.8
ENSG00000095464,ENSG00000167325,9.8
ENSG00000095464,ENSG00000145321,3.2
ENSG00000095464,ENSG00000171848,1.2
ENSG00000106688,ENSG00000168906,81.9
ENSG00000106688,ENSG00000152952,46.5
ENSG00000106688,ENSG00000184254,35.5
ENSG00000106688,ENSG00000076258,66.0
ENSG00000106688,ENSG00000113073,99.2
ENSG00000106688,ENSG00000204228,42.4
ENSG00000106688,ENSG00000177465,45.2
ENSG00000106688,ENSG00000131067,80.0
ENSG00000106688,ENSG00000196344,32.2
ENSG00000106688,ENSG00000167468,107.5
ENSG00000106688,ENSG00000166800,32.3
ENSG00000106688,ENSG00000167114,41.6
ENSG00000106688,ENSG00000170786,32.2
ENSG00000106688,ENSG00000094963,37.2
ENSG00000106688,ENSG00000198077,32.2
ENSG00000106688,ENSG00000184227,48.6
ENSG00000106688,ENSG00000186529,41.8
ENSG00000106688,ENSG00000171989,32.2
ENSG00000106688,ENSG00000110719,34.3
ENSG00000106688,ENSG00000139988,39.9
ENSG00000106688,ENSG00000131781,41.2
ENSG00000106688,ENSG00000255974,32.2
ENSG00000106688,ENSG00000198704,32.2
ENSG00000106688,ENSG00000117410,73.0
ENSG00000106688,ENSG00000181804,71.8
ENSG00000106688,ENSG00000198099,32.2
ENSG00000106688,ENSG00000137869,32.2
ENSG00000106688,ENSG00000211445,876.4
ENSG00000106688,ENSG00000185013,32.3
ENSG00000106688,ENSG00000224586,32.2
ENSG00000106688,ENSG00000145439,59.8
ENSG00000106688,ENSG00000159720,65.9
ENSG00000106688,ENSG00000233276,1.0
ENSG00000106688,ENSG00000132681,64.4
ENSG00000106688,ENSG00000185883,110.2
ENSG00000106688,ENSG00000156795,45.8
ENSG00000106688,ENSG00000137731,364.2
ENSG00000106688,ENSG00000172264,37.8
ENSG00000106688,ENSG00000147548,46.4
ENSG00000106688,ENSG00000184860,34.8
ENSG00000106688,ENSG00000186153,51.4
ENSG00000106688,ENSG00000170364,42.3
ENSG00000106688,ENSG00000176715,42.6
ENSG00000106688,ENSG00000185420,41.1
ENSG00000106688,ENSG00000240857,48.0
ENSG00000106688,ENSG00000116106,37.4
ENSG00000106688,ENSG00000186009,64.4
ENSG00000106688,ENSG00000163399,346.4
ENSG00000106688,ENSG00000145321,34.2
ENSG00000106688,ENSG00000154518,96.1
ENSG00000106688,ENSG00000156411,75.2
ENSG00000106688,ENSG00000241468,89.8
ENSG00000106688,ENSG00000142192,134.4
ENSG00000106688,ENSG00000182944,65.2
ENSG00000106688,ENSG00000116977,48.9
ENSG00000106688,ENSG00000197901,110.9
ENSG00000106688,ENSG00000131507,71.1
ENSG00000106688,ENSG00000120889,38.6
ENSG00000106688,ENSG00000288283,1.0
ENSG00000106688,ENSG00000147533,59.3
ENSG00000106688,ENSG00000132024,41.0
ENSG00000106688,ENSG00000105245,35.4
ENSG00000168906,ENSG00000078295,103.8
ENSG00000168906,ENSG00000129219,55.9
ENSG00000168906,ENSG00000152952,130.0
ENSG00000168906,ENSG00000166825,71.5
ENSG00000168906,ENSG00000014138,55.6
ENSG00000168906,ENSG00000163686,75.0
ENSG00000168906,ENSG00000184254,108.0
ENSG00000168906,ENSG00000176020,51.7
ENSG00000168906,ENSG00000100994,60.4
ENSG00000168906,ENSG00000076258,169.0
ENSG00000168906,ENSG00000103375,101.4
ENSG00000168906,ENSG00000133805,54.4
ENSG00000168906,ENSG00000141401,162.8
ENSG00000168906,ENSG00000142513,101.4
ENSG00000168906,ENSG00000204228,60.9
ENSG00000168906,ENSG00000142623,50.7
ENSG00000168906,ENSG00000115421,118.6
ENSG00000168906,ENSG00000132793,110.8
ENSG00000168906,ENSG00000119938,112.2
ENSG00000168906,ENSG00000197586,124.2
ENSG00000168906,ENSG00000177465,127.4
ENSG00000168906,ENSG00000130377,101.4
ENSG00000168906,ENSG00000188921,54.0
ENSG00000168906,ENSG00000131067,117.0
ENSG00000168906,ENSG00000196344,101.4
ENSG00000168906,ENSG00000037280,55.8
ENSG00000168906,ENSG00000116711,55.5
ENSG00000168906,ENSG00000115896,83.5
ENSG00000168906,ENSG00000101670,52.2
ENSG00000168906,ENSG00000170950,101.4
ENSG00000168906,ENSG00000167468,252.0
ENSG00000168906,ENSG00000166800,101.6
ENSG00000168906,ENSG00000140795,51.1
ENSG00000168906,ENSG00000170525,145.6
ENSG00000168906,ENSG00000167114,120.2
ENSG00000168906,ENSG00000166428,51.6
ENSG00000168906,ENSG00000137841,51.8
ENSG00000168906,ENSG00000163295,101.8
ENSG00000168906,ENSG00000140522,50.9
ENSG00000168906,ENSG00000170786,101.4
ENSG00000168906,ENSG00000094963,111.4
ENSG00000168906,ENSG00000198077,101.4
ENSG00000168906,ENSG00000131183,112.9
ENSG00000168906,ENSG00000143727,179.2
ENSG00000168906,ENSG00000159339,50.8
ENSG00000168906,ENSG00000164329,140.6
ENSG00000168906,ENSG00000213160,115.6
ENSG00000168906,ENSG00000134324,116.6
ENSG00000168906,ENSG00000184227,134.2
ENSG00000168906,ENSG00000167311,51.1
ENSG00000168906,ENSG00000117215,50.7
ENSG00000168906,ENSG00000114771,50.7
ENSG00000168906,ENSG00000186529,120.6
ENSG00000168906,ENSG00000171989,101.4
ENSG00000168906,ENSG00000110719,105.6
ENSG00000168906,ENSG00000143156,129.2
ENSG00000168906,ENSG00000136267,53.3
ENSG00000168906,ENSG00000145949,53.3
ENSG00000168906,ENSG00000160014,74.1
ENSG00000168906,ENSG00000183747,228.4
ENSG00000168906,ENSG00000112541,59.5
ENSG00000168906,ENSG00000121281,102.8
ENSG00000168906,ENSG00000179598,54.1
ENSG00000168906,ENSG00000188611,102.2
ENSG00000168906,ENSG00000139988,116.8
ENSG00000168906,ENSG00000131781,119.4
ENSG00000168906,ENSG00000255974,101.4
ENSG00000168906,ENSG00000146039,51.4
ENSG00000168906,ENSG00000060069,117.6
ENSG00000168906,ENSG00000072135,119.6
ENSG00000168906,ENSG00000198704,101.4
ENSG00000168906,ENSG00000132155,72.4
ENSG00000168906,ENSG00000117410,183.0
ENSG00000168906,ENSG00000155085,116.6
ENSG00000168906,ENSG00000145214,59.1
ENSG00000168906,ENSG00000215009,101.4
ENSG00000168906,ENSG00000184304,65.8
ENSG00000168906,ENSG00000141424,63.0
ENSG00000168906,ENSG00000181804,54.4
ENSG00000168906,ENSG00000157765,51.5
ENSG00000168906,ENSG00000134744,129.8
ENSG00000168906,ENSG00000198099,101.4
ENSG00000168906,ENSG00000076201,123.6
ENSG00000168906,ENSG00000010219,51.9
ENSG00000168906,ENSG00000213639,152.4
ENSG00000168906,ENSG00000137869,101.4
ENSG00000168906,ENSG00000211445,1789.8
ENSG00000168906,ENSG00000185013,101.6
ENSG00000168906,ENSG00000004660,52.2
ENSG00000168906,ENSG00000070501,57.9
ENSG00000168906,ENSG00000141873,58.2
ENSG00000168906,ENSG00000149016,124.0
ENSG00000168906,ENSG00000074211,103.8
ENSG00000168906,ENSG00000224586,101.4
ENSG00000168906,ENSG00000145439,78.3
ENSG00000168906,ENSG00000146587,118.0
ENSG00000168906,ENSG00000159720,168.8
ENSG00000168906,ENSG00000153933,54.8
ENSG00000168906,ENSG00000115252,87.8
ENSG00000168906,ENSG00000101751,63.6
ENSG00000168906,ENSG00000143570,72.9
ENSG00000168906,ENSG00000010810,59.5
ENSG00000168906,ENSG00000149527,51.5
ENSG00000168906,ENSG00000233276,2.0
ENSG00000168906,ENSG00000157680,52.4
ENSG00000168906,ENSG00000132681,101.4
ENSG00000168906,ENSG00000143199,102.0
ENSG00000168906,ENSG00000182621,60.7
ENSG00000168906,ENSG00000111445,60.0
ENSG00000168906,ENSG00000171885,106.8
ENSG00000168906,ENSG00000143198,95.9
ENSG00000168906,ENSG00000080031,101.4
ENSG00000168906,ENSG00000013441,71.5
ENSG00000168906,ENSG00000175535,50.7
ENSG00000168906,ENSG00000006432,53.8
ENSG00000168906,ENSG00000185883,257.4
ENSG00000168906,ENSG00000273841,115.2
ENSG00000168906,ENSG00000152402,107.8
ENSG00000168906,ENSG00000167658,101.5
ENSG00000168906,ENSG00000165794,50.7
ENSG00000168906,ENSG00000240583,414.4
ENSG00000168906,ENSG00000081913,109.4
ENSG00000168906,ENSG00000156795,64.3
ENSG00000168906,ENSG00000132915,50.7
ENSG00000168906,ENSG00000122008,63.3
ENSG00000168906,ENSG00000030304,50.7
ENSG00000168906,ENSG00000137731,401.2
ENSG00000168906,ENSG00000175505,54.7
ENSG00000168906,ENSG00000172264,56.3
ENSG00000168906,ENSG00000172831,73.2
ENSG00000168906,ENSG00000100034,117.2
ENSG00000168906,ENSG00000203837,50.7
ENSG00000168906,ENSG00000008118,57.6
ENSG00000168906,ENSG00000138735,53.1
ENSG00000168906,ENSG00000164742,105.0
ENSG00000168906,ENSG00000185015,108.4
ENSG00000168906,ENSG00000047936,50.9
ENSG00000168906,ENSG00000169418,117.2
ENSG00000168906,ENSG00000197448,92.9
ENSG00000168906,ENSG00000100614,147.0
ENSG00000168906,ENSG00000147548,64.9
ENSG00000168906,ENSG00000060140,51.1
ENSG00000168906,ENSG00000184381,58.2
ENSG00000168906,ENSG00000152270,53.1
ENSG00000168906,ENSG00000061938,53.6
ENSG00000168906,ENSG00000184860,53.3
ENSG00000168906,ENSG00000160539,105.2
ENSG00000168906,ENSG00000011566,76.9
ENSG00000168906,ENSG00000188089,50.7
ENSG00000168906,ENSG00000186153,69.9
ENSG00000168906,ENSG00000104313,102.6
ENSG00000168906,ENSG00000170364,60.8
ENSG00000168906,ENSG00000188257,51.4
ENSG00000168906,ENSG00000163719,129.6
ENSG00000168906,ENSG00000160191,63.2
ENSG00000168906,ENSG00000105426,119.6
ENSG00000168906,ENSG00000065559,66.5
ENSG00000168906,ENSG00000112425,117.4
ENSG00000168906,ENSG00000176715,122.2
ENSG00000168906,ENSG00000165688,134.6
ENSG00000168906,ENSG00000028116,60.9
ENSG00000168906,ENSG00000172572,54.4
ENSG00000168906,ENSG00000185420,59.6
ENSG00000168906,ENSG00000068078,60.3
ENSG00000168906,ENSG00000110786,103.6
ENSG00000168906,ENSG00000205808,112.2
ENSG00000168906,ENSG00000070886,50.8
ENSG00000168906,ENSG00000211456,165.2
ENSG00000168906,ENSG00000050748,62.9
ENSG00000168906,ENSG00000240857,66.5
ENSG00000168906,ENSG00000058091,70.5
ENSG00000168906,ENSG00000120910,119.0
ENSG00000168906,ENSG00000112319,113.6
ENSG00000168906,ENSG00000122484,117.6
ENSG00000168906,ENSG00000080224,52.0
ENSG00000168906,ENSG00000058729,64.3
ENSG00000168906,ENSG00000127952,131.0
ENSG00000168906,ENSG00000096968,58.4
ENSG00000168906,ENSG00000127329,135.0
ENSG00000168906,ENSG00000137713,118.2
ENSG00000168906,ENSG00000102755,60.0
ENSG00000168906,ENSG00000138166,110.4
ENSG00000168906,ENSG00000139318,133.0
ENSG00000168906,ENSG00000132670,145.6
ENSG00000168906,ENSG00000106123,52.4
ENSG00000168906,ENSG00000144677,154.8
ENSG00000168906,ENSG00000149599,121.8
ENSG00000168906,ENSG00000154415,101.4
ENSG00000168906,ENSG00000158050,104.0
ENSG00000168906,ENSG00000158716,144.0
ENSG00000168906,ENSG00000160075,177.2
ENSG00000168906,ENSG00000116106,55.9
ENSG00000168906,ENSG00000163644,125.0
ENSG00000168906,ENSG00000152104,121.4
ENSG00000168906,ENSG00000152894,128.0
ENSG00000168906,ENSG00000125508,50.9
ENSG00000168906,ENSG00000164332,133.0
ENSG00000168906,ENSG00000153707,124.2
ENSG00000168906,ENSG00000133216,52.7
ENSG00000168906,ENSG00000167065,109.4
ENSG00000168906,ENSG00000155093,105.4
ENSG00000168906,ENSG00000136573,50.7
ENSG00000168906,ENSG00000086232,82.7
ENSG00000168906,ENSG00000142627,53.2
ENSG00000168906,ENSG00000087095,63.7
ENSG00000168906,ENSG00000143322,55.6
ENSG00000168906,ENSG00000087586,51.8
ENSG00000168906,ENSG00000143479,53.9
ENSG00000168906,ENSG00000169410,137.2
ENSG00000168906,ENSG00000145242,51.6
ENSG00000168906,ENSG00000148053,63.2
ENSG00000168906,ENSG00000151422,56.0
ENSG00000168906,ENSG00000198842,101.4
ENSG00000168906,ENSG00000153208,62.1
ENSG00000168906,ENSG00000095777,51.5
ENSG00000168906,ENSG00000247077,121.2
ENSG00000168906,ENSG00000097046,52.9
ENSG00000168906,ENSG00000099875,58.5
ENSG00000168906,ENSG00000162434,71.7
ENSG00000168906,ENSG00000100784,55.2
ENSG00000168906,ENSG00000168078,50.7
ENSG00000168906,ENSG00000173517,57.3
ENSG00000168906,ENSG00000174292,53.3
ENSG00000168906,ENSG00000104814,51.0
ENSG00000168906,ENSG00000105053,62.3
ENSG00000168906,ENSG00000179335,61.9
ENSG00000168906,ENSG00000105146,51.1
ENSG00000168906,ENSG00000105287,55.7
ENSG00000168906,ENSG00000185483,53.0
ENSG00000168906,ENSG00000106683,54.0
ENSG00000168906,ENSG00000107643,70.8
ENSG00000168906,ENSG00000248099,50.7
ENSG00000168906,ENSG00000254087,53.5
ENSG00000168906,ENSG00000107968,53.7
ENSG00000168906,ENSG00000275342,51.5
ENSG00000168906,ENSG00000112079,63.2
ENSG00000168906,ENSG00000112144,56.1
ENSG00000168906,ENSG00000114738,60.9
ENSG00000168906,ENSG00000114904,62.3
ENSG00000168906,ENSG00000115170,72.4
ENSG00000168906,ENSG00000117020,63.5
ENSG00000168906,ENSG00000120539,56.0
ENSG00000168906,ENSG00000125834,53.2
ENSG00000168906,ENSG00000126583,51.6
ENSG00000168906,ENSG00000127564,50.7
ENSG00000168906,ENSG00000130413,58.4
ENSG00000168906,ENSG00000130758,55.4
ENSG00000168906,ENSG00000131791,56.9
ENSG00000168906,ENSG00000132356,71.4
ENSG00000168906,ENSG00000134058,60.9
ENSG00000168906,ENSG00000134070,54.2
ENSG00000168906,ENSG00000134318,62.1
ENSG00000168906,ENSG00000135409,50.7
ENSG00000168906,ENSG00000136098,55.7
ENSG00000168906,ENSG00000136807,63.2
ENSG00000168906,ENSG00000137275,63.1
ENSG00000168906,ENSG00000138395,50.9
ENSG00000168906,ENSG00000138696,60.0
ENSG00000168906,ENSG00000138756,58.6
ENSG00000168906,ENSG00000139567,55.4
ENSG00000168906,ENSG00000140992,68.3
ENSG00000168906,ENSG00000141639,55.2
ENSG00000168906,ENSG00000142149,55.8
ENSG00000168906,ENSG00000142731,51.0
ENSG00000168906,ENSG00000147613,52.6
ENSG00000168906,ENSG00000149311,58.2
ENSG00000168906,ENSG00000149554,52.2
ENSG00000168906,ENSG00000149930,62.9
ENSG00000168906,ENSG00000150457,61.0
ENSG00000168906,ENSG00000151292,66.9
ENSG00000168906,ENSG00000151414,66.8
ENSG00000168906,ENSG00000152332,78.6
ENSG00000168906,ENSG00000156970,50.7
ENSG00000168906,ENSG00000157106,55.3
ENSG00000168906,ENSG00000159792,63.7
ENSG00000168906,ENSG00000160469,52.1
ENSG00000168906,ENSG00000160551,64.3
ENSG00000168906,ENSG00000164896,63.1
ENSG00000168906,ENSG00000166483,56.2
ENSG00000168906,ENSG00000166484,58.1
ENSG00000168906,ENSG00000166851,50.7
ENSG00000168906,ENSG00000167657,58.0
ENSG00000168906,ENSG00000168038,56.1
ENSG00000168906,ENSG00000169302,57.0
ENSG00000168906,ENSG00000170312,51.4
ENSG00000168906,ENSG00000174672,52.1
ENSG00000168906,ENSG00000175634,57.3
ENSG00000168906,ENSG00000177169,58.2
ENSG00000168906,ENSG00000178999,50.7
ENSG00000168906,ENSG00000182541,58.1
ENSG00000168906,ENSG00000183049,52.9
ENSG00000168906,ENSG00000183765,52.6
ENSG00000168906,ENSG00000185386,53.4
ENSG00000168906,ENSG00000186716,67.0
ENSG00000168906,ENSG00000188130,53.0
ENSG00000168906,ENSG00000188191,56.1
ENSG00000168906,ENSG00000196730,62.5
ENSG00000168906,ENSG00000204435,91.8
ENSG00000168906,ENSG00000211455,59.6
ENSG00000168906,ENSG00000212122,50.7
ENSG00000168906,ENSG00000263528,51.1
ENSG00000168906,ENSG00000186009,101.4
ENSG00000168906,ENSG00000143921,101.4
ENSG00000168906,ENSG00000172613,54.5
ENSG00000168906,ENSG00000179115,132.0
ENSG00000168906,ENSG00000164116,122.6
ENSG00000168906,ENSG00000118363,157.4
ENSG00000168906,ENSG00000113575,164.8
ENSG00000168906,ENSG00000077514,91.0
ENSG00000168906,ENSG00000163399,383.4
ENSG00000168906,ENSG00000167325,118.6
ENSG00000168906,ENSG00000106628,64.1
ENSG00000168906,ENSG00000182866,50.9
ENSG00000168906,ENSG00000013503,121.2
ENSG00000168906,ENSG00000145321,105.4
ENSG00000168906,ENSG00000171848,101.4
ENSG00000168906,ENSG00000100479,51.4
ENSG00000168906,ENSG00000047315,153.8
ENSG00000168906,ENSG00000166562,130.8
ENSG00000168906,ENSG00000154518,114.6
ENSG00000168906,ENSG00000068654,119.0
ENSG00000168906,ENSG00000099817,169.4
ENSG00000168906,ENSG00000156411,93.7
ENSG00000168906,ENSG00000160471,50.7
ENSG00000168906,ENSG00000177084,52.8
ENSG00000168906,ENSG00000100142,151.6
ENSG00000168906,ENSG00000161281,55.7
ENSG00000168906,ENSG00000102978,178.0
ENSG00000168906,ENSG00000170516,50.7
ENSG00000168906,ENSG00000105258,119.4
ENSG00000168906,ENSG00000125630,124.0
ENSG00000168906,ENSG00000187581,50.7
ENSG00000168906,ENSG00000132664,123.8
ENSG00000168906,ENSG00000241468,108.3
ENSG00000168906,ENSG00000145494,73.4
ENSG00000168906,ENSG00000144231,113.4
ENSG00000168906,ENSG00000148606,120.0
ENSG00000168906,ENSG00000161980,118.2
ENSG00000168906,ENSG00000163882,148.2
ENSG00000168906,ENSG00000160194,65.3
ENSG00000168906,ENSG00000168002,162.6
ENSG00000168906,ENSG00000171453,140.0
ENSG00000168906,ENSG00000177700,145.2
ENSG00000168906,ENSG00000186141,130.0
ENSG00000168906,ENSG00000235067,1.0
ENSG00000168906,ENSG00000160049,74.4
ENSG00000168906,ENSG00000071082,112.5
ENSG00000168906,ENSG00000143870,73.2
ENSG00000168906,ENSG00000150459,113.9
ENSG00000168906,ENSG00000082898,69.0
ENSG00000168906,ENSG00000182944,83.7
ENSG00000168906,ENSG00000138385,88.0
ENSG00000168906,ENSG00000121022,78.1
ENSG00000168906,ENSG00000103275,73.5
ENSG00000168906,ENSG00000149273,84.4
ENSG00000168906,ENSG00000073111,52.1
ENSG00000168906,ENSG00000163565,56.5
ENSG00000168906,ENSG00000141068,58.8
ENSG00000168906,ENSG00000170889,85.4
ENSG00000168906,ENSG00000105323,73.4
ENSG00000168906,ENSG00000089157,73.2
ENSG00000168906,ENSG00000100316,92.3
ENSG00000168906,ENSG00000169251,69.1
ENSG00000168906,ENSG00000019991,55.1
ENSG00000168906,ENSG00000116663,56.9
ENSG00000168906,ENSG00000156482,111.0
ENSG00000168906,ENSG00000160213,56.8
ENSG00000168906,ENSG00000165732,63.6
ENSG00000168906,ENSG00000101654,63.6
ENSG00000168906,ENSG00000214128,88.9
ENSG00000078295,ENSG00000184254,5.5
ENSG00000078295,ENSG00000177465,30.4
ENSG00000078295,ENSG00000130377,4.4
ENSG00000078295,ENSG00000170950,2.2
ENSG00000078295,ENSG00000143156,16.1
ENSG00000078295,ENSG00000183747,131.4
ENSG00000078295,ENSG00000112541,11.0
ENSG00000078295,ENSG00000155085,9.8
ENSG00000078295,ENSG00000215009,4.4
ENSG00000078295,ENSG00000115252,39.3
ENSG00000078295,ENSG00000273841,9.1
ENSG00000078295,ENSG00000132915,2.2
ENSG00000078295,ENSG00000138735,4.6
ENSG00000078295,ENSG00000152270,4.6
ENSG00000078295,ENSG00000160191,14.7
ENSG00000078295,ENSG00000172572,5.9
ENSG00000124164,ENSG00000132793,27.5
ENSG00000124164,ENSG00000134324,30.4
ENSG00000124164,ENSG00000163590,62.4
ENSG00000124164,ENSG00000184304,75.8
ENSG00000124164,ENSG00000011566,49.0
ENSG00000124164,ENSG00000134070,26.3
ENSG00000124164,ENSG00000188191,28.2
ENSG00000124164,ENSG00000163902,58.8
ENSG00000124164,ENSG00000145494,45.5
ENSG00000124164,ENSG00000160194,37.4
ENSG00000124164,ENSG00000153207,36.2
ENSG00000124164,ENSG00000157020,46.2
ENSG00000124164,ENSG00000108691,46.1
ENSG00000124164,ENSG00000109320,31.0
ENSG00000124164,ENSG00000069869,28.2
ENSG00000124164,ENSG00000092199,72.8
ENSG00000124164,ENSG00000165280,48.8
ENSG00000124164,ENSG00000162236,38.7
ENSG00000124164,ENSG00000134086,36.2
ENSG00000124164,ENSG00000090339,26.6
ENSG00000124164,ENSG00000065978,41.9
ENSG00000124164,ENSG00000110400,25.8
ENSG00000124164,ENSG00000205302,61.3
ENSG00000124164,ENSG00000078747,43.9
ENSG00000124164,ENSG00000130202,37.0
ENSG00000124164,ENSG00000164163,41.2
ENSG00000124164,ENSG00000115816,42.3
ENSG00000124164,ENSG00000183684,31.8
ENSG00000124164,ENSG00000119715,34.3
ENSG00000124164,ENSG00000110344,43.1
ENSG00000124164,ENSG00000003393,33.2
ENSG00000124164,ENSG00000197798,33.2
ENSG00000124164,ENSG00000089006,58.2
ENSG00000124164,ENSG00000054654,36.1
ENSG00000124164,ENSG00000184792,24.9
ENSG00000124164,ENSG00000101096,24.6
ENSG00000124164,ENSG00000041802,43.2
ENSG00000124164,ENSG00000068028,29.1
ENSG00000124164,ENSG00000070882,34.6
ENSG00000124164,ENSG00000107897,45.6
ENSG00000124164,ENSG00000152700,46.0
ENSG00000124164,ENSG00000153179,25.1
ENSG00000124164,ENSG00000164066,28.5
ENSG00000124164,ENSG00000111231,46.1
ENSG00000124164,ENSG00000010270,46.6
ENSG00000124164,ENSG00000139190,25.9
ENSG00000124164,ENSG00000119844,57.6
ENSG00000124164,ENSG00000129197,39.9
ENSG00000124164,ENSG00000163933,31.9
ENSG00000124164,ENSG00000125434,30.3
ENSG00000124164,ENSG00000155158,37.4
ENSG00000140199,ENSG00000113073,74.0
ENSG00000140199,ENSG00000114923,42.4
ENSG00000140199,ENSG00000164889,59.0
ENSG00000140199,ENSG00000132681,39.2
ENSG00000140199,ENSG00000137731,339.0
ENSG00000140199,ENSG00000186009,39.2
ENSG00000140199,ENSG00000163399,321.2
ENSG00000140199,ENSG00000134940,19.6
ENSG00000140199,ENSG00000116977,36.3
ENSG00000140199,ENSG00000188394,19.8
ENSG00000140199,ENSG00000132911,20.5
ENSG00000140199,ENSG00000185313,19.6
ENSG00000129219,ENSG00000152952,20.5
ENSG00000129219,ENSG00000184254,9.5
ENSG00000129219,ENSG00000076258,40.0
